Protein1_STRING_ID	Protein2_STRING_ID	Combined_Score	Protein1_Name	Protein2_Name	Protein1_Ensembl_Gene_ID	Protein2_Ensembl_Gene_ID
10090.ENSMUSP00000004565	10090.ENSMUSP00000007959	920	Ralb	Rhoa	ENSMUSG00000004451	ENSMUSG00000007815
10090.ENSMUSP00000004949	10090.ENSMUSP00000001950	920	Traf6	Tollip	ENSMUSG00000027164	ENSMUSG00000025139
10090.ENSMUSP00000005003	10090.ENSMUSP00000001479	920	Lbr	Kpnb1	ENSMUSG00000004880	ENSMUSG00000001440
10090.ENSMUSP00000005164	10090.ENSMUSP00000000451	920	Prkacb	Raf1	ENSMUSG00000005034	ENSMUSG00000000441
10090.ENSMUSP00000005164	10090.ENSMUSP00000005671	920	Prkacb	Igf1r	ENSMUSG00000005034	ENSMUSG00000005533
10090.ENSMUSP00000005503	10090.ENSMUSP00000000767	920	Msh6	Rpa1	ENSMUSG00000005370	ENSMUSG00000000751
10090.ENSMUSP00000005503	10090.ENSMUSP00000006856	920	Msh6	Pola1	ENSMUSG00000005370	ENSMUSG00000006678
10090.ENSMUSP00000005606	10090.ENSMUSP00000000451	920	Prkaca	Raf1	ENSMUSG00000005469	ENSMUSG00000000441
10090.ENSMUSP00000005671	10090.ENSMUSP00000005164	920	Igf1r	Prkacb	ENSMUSG00000005533	ENSMUSG00000005034
10090.ENSMUSP00000006856	10090.ENSMUSP00000005503	920	Pola1	Msh6	ENSMUSG00000006678	ENSMUSG00000005370
10090.ENSMUSP00000007959	10090.ENSMUSP00000004565	920	Rhoa	Ralb	ENSMUSG00000007815	ENSMUSG00000004451
10090.ENSMUSP00000000001	10090.ENSMUSP00000006005	919	Gnai3	Pth1r	ENSMUSG00000000001	ENSMUSG00000032492
10090.ENSMUSP00000000161	10090.ENSMUSP00000001055	919	Itgb2l	Icam2	ENSMUSG00000000157	ENSMUSG00000001029
10090.ENSMUSP00000001055	10090.ENSMUSP00000000161	919	Icam2	Itgb2l	ENSMUSG00000001029	ENSMUSG00000000157
10090.ENSMUSP00000001569	10090.ENSMUSP00000007130	919	Flot1	Ctnnb1	ENSMUSG00000059714	ENSMUSG00000006932
10090.ENSMUSP00000006005	10090.ENSMUSP00000000001	919	Pth1r	Gnai3	ENSMUSG00000032492	ENSMUSG00000000001
10090.ENSMUSP00000007130	10090.ENSMUSP00000001569	919	Ctnnb1	Flot1	ENSMUSG00000006932	ENSMUSG00000059714
10090.ENSMUSP00000007959	10090.ENSMUSP00000009003	919	Rhoa	Rala	ENSMUSG00000007815	ENSMUSG00000008859
10090.ENSMUSP00000009003	10090.ENSMUSP00000007959	919	Rala	Rhoa	ENSMUSG00000008859	ENSMUSG00000007815
10090.ENSMUSP00000010804	10090.ENSMUSP00000013807	919	Plcd1	Pten	ENSMUSG00000010660	ENSMUSG00000013663
10090.ENSMUSP00000013807	10090.ENSMUSP00000010804	919	Pten	Plcd1	ENSMUSG00000013663	ENSMUSG00000010660
10090.ENSMUSP00000000219	10090.ENSMUSP00000007449	918	Th	Akr1b7	ENSMUSG00000000214	ENSMUSG00000052131
10090.ENSMUSP00000001155	10090.ENSMUSP00000005164	918	Araf	Prkacb	ENSMUSG00000001127	ENSMUSG00000005034
10090.ENSMUSP00000001181	10090.ENSMUSP00000005218	918	Col6a2	Cd44	ENSMUSG00000020241	ENSMUSG00000005087
10090.ENSMUSP00000002979	10090.ENSMUSP00000005218	918	Lamb1	Cd44	ENSMUSG00000002900	ENSMUSG00000005087
10090.ENSMUSP00000003850	10090.ENSMUSP00000006286	918	Itpkc	Inpp5k	ENSMUSG00000003752	ENSMUSG00000006127
10090.ENSMUSP00000005164	10090.ENSMUSP00000001155	918	Prkacb	Araf	ENSMUSG00000005034	ENSMUSG00000001127
10090.ENSMUSP00000005218	10090.ENSMUSP00000001181	918	Cd44	Col6a2	ENSMUSG00000005087	ENSMUSG00000020241
10090.ENSMUSP00000005218	10090.ENSMUSP00000002979	918	Cd44	Lamb1	ENSMUSG00000005087	ENSMUSG00000002900
10090.ENSMUSP00000006286	10090.ENSMUSP00000003850	918	Inpp5k	Itpkc	ENSMUSG00000006127	ENSMUSG00000003752
10090.ENSMUSP00000007005	10090.ENSMUSP00000010795	918	Acat2	Acaa1b	ENSMUSG00000023832	ENSMUSG00000010651
10090.ENSMUSP00000007449	10090.ENSMUSP00000000219	918	Akr1b7	Th	ENSMUSG00000052131	ENSMUSG00000000214
10090.ENSMUSP00000010795	10090.ENSMUSP00000007005	918	Acaa1b	Acat2	ENSMUSG00000010651	ENSMUSG00000023832
10090.ENSMUSP00000000161	10090.ENSMUSP00000005889	917	Itgb2l	Vav1	ENSMUSG00000000157	ENSMUSG00000034116
10090.ENSMUSP00000000299	10090.ENSMUSP00000001040	917	Itgb2	Icam4	ENSMUSG00000000290	ENSMUSG00000001014
10090.ENSMUSP00000001040	10090.ENSMUSP00000000299	917	Icam4	Itgb2	ENSMUSG00000001014	ENSMUSG00000000290
10090.ENSMUSP00000005889	10090.ENSMUSP00000000161	917	Vav1	Itgb2l	ENSMUSG00000034116	ENSMUSG00000000157
10090.ENSMUSP00000007130	10090.ENSMUSP00000013807	917	Ctnnb1	Pten	ENSMUSG00000006932	ENSMUSG00000013663
10090.ENSMUSP00000009774	10090.ENSMUSP00000013130	917	Ppp2cb	Strn3	ENSMUSG00000009630	ENSMUSG00000020954
10090.ENSMUSP00000013130	10090.ENSMUSP00000009774	917	Strn3	Ppp2cb	ENSMUSG00000020954	ENSMUSG00000009630
10090.ENSMUSP00000013807	10090.ENSMUSP00000007130	917	Pten	Ctnnb1	ENSMUSG00000013663	ENSMUSG00000006932
10090.ENSMUSP00000001155	10090.ENSMUSP00000005606	916	Araf	Prkaca	ENSMUSG00000001127	ENSMUSG00000005469
10090.ENSMUSP00000001507	10090.ENSMUSP00000006692	916	Cyp51	Mvd	ENSMUSG00000001467	ENSMUSG00000006517
10090.ENSMUSP00000002456	10090.ENSMUSP00000006764	916	Nt5c1b	Aprt	ENSMUSG00000020622	ENSMUSG00000006589
10090.ENSMUSP00000002848	10090.ENSMUSP00000005164	916	Grin2d	Prkacb	ENSMUSG00000002771	ENSMUSG00000005034
10090.ENSMUSP00000002848	10090.ENSMUSP00000005606	916	Grin2d	Prkaca	ENSMUSG00000002771	ENSMUSG00000005469
10090.ENSMUSP00000003622	10090.ENSMUSP00000005826	916	Slc25a1	Cs	ENSMUSG00000003528	ENSMUSG00000005683
10090.ENSMUSP00000005164	10090.ENSMUSP00000002848	916	Prkacb	Grin2d	ENSMUSG00000005034	ENSMUSG00000002771
10090.ENSMUSP00000005606	10090.ENSMUSP00000001155	916	Prkaca	Araf	ENSMUSG00000005469	ENSMUSG00000001127
10090.ENSMUSP00000005606	10090.ENSMUSP00000002848	916	Prkaca	Grin2d	ENSMUSG00000005469	ENSMUSG00000002771
10090.ENSMUSP00000005815	10090.ENSMUSP00000006293	916	Kit	Crkl	ENSMUSG00000005672	ENSMUSG00000006134
10090.ENSMUSP00000005826	10090.ENSMUSP00000003622	916	Cs	Slc25a1	ENSMUSG00000005683	ENSMUSG00000003528
10090.ENSMUSP00000006293	10090.ENSMUSP00000005815	916	Crkl	Kit	ENSMUSG00000006134	ENSMUSG00000005672
10090.ENSMUSP00000006692	10090.ENSMUSP00000001507	916	Mvd	Cyp51	ENSMUSG00000006517	ENSMUSG00000001467
10090.ENSMUSP00000006764	10090.ENSMUSP00000002456	916	Aprt	Nt5c1b	ENSMUSG00000006589	ENSMUSG00000020622
10090.ENSMUSP00000000153	10090.ENSMUSP00000005671	915	Gna12	Igf1r	ENSMUSG00000000149	ENSMUSG00000005533
10090.ENSMUSP00000003620	10090.ENSMUSP00000009789	915	Prodh	P4ha1	ENSMUSG00000003526	ENSMUSG00000019916
10090.ENSMUSP00000003947	10090.ENSMUSP00000005548	915	Nqo1	Hmox1	ENSMUSG00000003849	ENSMUSG00000005413
10090.ENSMUSP00000004222	10090.ENSMUSP00000005607	915	Hira	Asf1b	ENSMUSG00000022702	ENSMUSG00000005470
10090.ENSMUSP00000005509	10090.ENSMUSP00000010038	915	Stx1a	Snap47	ENSMUSG00000007207	ENSMUSG00000009894
10090.ENSMUSP00000005548	10090.ENSMUSP00000003947	915	Hmox1	Nqo1	ENSMUSG00000005413	ENSMUSG00000003849
10090.ENSMUSP00000005607	10090.ENSMUSP00000004222	915	Asf1b	Hira	ENSMUSG00000005470	ENSMUSG00000022702
10090.ENSMUSP00000005671	10090.ENSMUSP00000000153	915	Igf1r	Gna12	ENSMUSG00000005533	ENSMUSG00000000149
10090.ENSMUSP00000009789	10090.ENSMUSP00000003620	915	P4ha1	Prodh	ENSMUSG00000019916	ENSMUSG00000003526
10090.ENSMUSP00000010038	10090.ENSMUSP00000005509	915	Snap47	Stx1a	ENSMUSG00000009894	ENSMUSG00000007207
10090.ENSMUSP00000000642	10090.ENSMUSP00000010127	914	Hk2	Tktl1	ENSMUSG00000000628	ENSMUSG00000031397
10090.ENSMUSP00000010127	10090.ENSMUSP00000000642	914	Tktl1	Hk2	ENSMUSG00000031397	ENSMUSG00000000628
10090.ENSMUSP00000002818	10090.ENSMUSP00000005509	913	Ykt6	Stx1a	ENSMUSG00000002741	ENSMUSG00000007207
10090.ENSMUSP00000004920	10090.ENSMUSP00000009774	913	Ulk2	Ppp2cb	ENSMUSG00000004798	ENSMUSG00000009630
10090.ENSMUSP00000005509	10090.ENSMUSP00000002818	913	Stx1a	Ykt6	ENSMUSG00000007207	ENSMUSG00000002741
10090.ENSMUSP00000009774	10090.ENSMUSP00000004920	913	Ppp2cb	Ulk2	ENSMUSG00000009630	ENSMUSG00000004798
10090.ENSMUSP00000014545	10090.ENSMUSP00000014546	913	Ldhc	Tsg101	ENSMUSG00000030851	ENSMUSG00000014402
10090.ENSMUSP00000014546	10090.ENSMUSP00000014545	913	Tsg101	Ldhc	ENSMUSG00000014402	ENSMUSG00000030851
10090.ENSMUSP00000000001	10090.ENSMUSP00000001652	912	Gnai3	Bdkrb2	ENSMUSG00000000001	ENSMUSG00000021070
10090.ENSMUSP00000001652	10090.ENSMUSP00000000001	912	Bdkrb2	Gnai3	ENSMUSG00000021070	ENSMUSG00000000001
10090.ENSMUSP00000002663	10090.ENSMUSP00000003071	912	Pon1	Apoc4	ENSMUSG00000002588	ENSMUSG00000074336
10090.ENSMUSP00000003071	10090.ENSMUSP00000002663	912	Apoc4	Pon1	ENSMUSG00000074336	ENSMUSG00000002588
10090.ENSMUSP00000003754	10090.ENSMUSP00000004480	912	Calb2	Sst	ENSMUSG00000003657	ENSMUSG00000004366
10090.ENSMUSP00000004036	10090.ENSMUSP00000006614	912	Efnb3	Epha2	ENSMUSG00000003934	ENSMUSG00000006445
10090.ENSMUSP00000004480	10090.ENSMUSP00000003754	912	Sst	Calb2	ENSMUSG00000004366	ENSMUSG00000003657
10090.ENSMUSP00000006181	10090.ENSMUSP00000009538	912	Napa	Syn2	ENSMUSG00000006024	ENSMUSG00000009394
10090.ENSMUSP00000006614	10090.ENSMUSP00000004036	912	Epha2	Efnb3	ENSMUSG00000006445	ENSMUSG00000003934
10090.ENSMUSP00000007130	10090.ENSMUSP00000014370	912	Ctnnb1	Cacybp	ENSMUSG00000006932	ENSMUSG00000014226
10090.ENSMUSP00000009538	10090.ENSMUSP00000006181	912	Syn2	Napa	ENSMUSG00000009394	ENSMUSG00000006024
10090.ENSMUSP00000014370	10090.ENSMUSP00000007130	912	Cacybp	Ctnnb1	ENSMUSG00000014226	ENSMUSG00000006932
10090.ENSMUSP00000000450	10090.ENSMUSP00000000925	911	Pparg	Smarcb1	ENSMUSG00000000440	ENSMUSG00000000902
10090.ENSMUSP00000000925	10090.ENSMUSP00000000450	911	Smarcb1	Pparg	ENSMUSG00000000902	ENSMUSG00000000440
10090.ENSMUSP00000001569	10090.ENSMUSP00000004646	911	Flot1	Coro1c	ENSMUSG00000059714	ENSMUSG00000004530
10090.ENSMUSP00000004646	10090.ENSMUSP00000001569	911	Coro1c	Flot1	ENSMUSG00000004530	ENSMUSG00000059714
10090.ENSMUSP00000000001	10090.ENSMUSP00000005671	910	Gnai3	Igf1r	ENSMUSG00000000001	ENSMUSG00000005533
10090.ENSMUSP00000000049	10090.ENSMUSP00000003071	910	Apoh	Apoc4	ENSMUSG00000000049	ENSMUSG00000074336
10090.ENSMUSP00000000756	10090.ENSMUSP00000003386	910	Rpl13	Mrpl4	ENSMUSG00000000740	ENSMUSG00000003299
10090.ENSMUSP00000003071	10090.ENSMUSP00000000049	910	Apoc4	Apoh	ENSMUSG00000074336	ENSMUSG00000000049
10090.ENSMUSP00000003386	10090.ENSMUSP00000000756	910	Mrpl4	Rpl13	ENSMUSG00000003299	ENSMUSG00000000740
10090.ENSMUSP00000004172	10090.ENSMUSP00000005548	910	Hmox2	Hmox1	ENSMUSG00000004070	ENSMUSG00000005413
10090.ENSMUSP00000005548	10090.ENSMUSP00000004172	910	Hmox1	Hmox2	ENSMUSG00000005413	ENSMUSG00000004070
10090.ENSMUSP00000005671	10090.ENSMUSP00000000001	910	Igf1r	Gnai3	ENSMUSG00000005533	ENSMUSG00000000001
10090.ENSMUSP00000001451	10090.ENSMUSP00000001809	909	Smg5	Pabpc1	ENSMUSG00000001415	ENSMUSG00000022283
10090.ENSMUSP00000001809	10090.ENSMUSP00000001451	909	Pabpc1	Smg5	ENSMUSG00000022283	ENSMUSG00000001415
10090.ENSMUSP00000002395	10090.ENSMUSP00000002839	909	Rec8	Ppp2r5d	ENSMUSG00000002324	ENSMUSG00000059409
10090.ENSMUSP00000002487	10090.ENSMUSP00000013807	909	Braf	Pten	ENSMUSG00000002413	ENSMUSG00000013663
10090.ENSMUSP00000002839	10090.ENSMUSP00000002395	909	Ppp2r5d	Rec8	ENSMUSG00000059409	ENSMUSG00000002324
10090.ENSMUSP00000003152	10090.ENSMUSP00000004684	909	Stk11	Arhgef18	ENSMUSG00000003068	ENSMUSG00000004568
10090.ENSMUSP00000004684	10090.ENSMUSP00000003152	909	Arhgef18	Stk11	ENSMUSG00000004568	ENSMUSG00000003068
10090.ENSMUSP00000006669	10090.ENSMUSP00000011058	909	Pdk1	Pdhx	ENSMUSG00000006494	ENSMUSG00000010914
10090.ENSMUSP00000011058	10090.ENSMUSP00000006669	909	Pdhx	Pdk1	ENSMUSG00000010914	ENSMUSG00000006494
10090.ENSMUSP00000013807	10090.ENSMUSP00000002487	909	Pten	Braf	ENSMUSG00000013663	ENSMUSG00000002413
10090.ENSMUSP00000000122	10090.ENSMUSP00000005406	908	Ngfr	App	ENSMUSG00000000120	ENSMUSG00000022892
10090.ENSMUSP00000000889	10090.ENSMUSP00000010605	908	Il4	Il12rb2	ENSMUSG00000000869	ENSMUSG00000018341
10090.ENSMUSP00000001419	10090.ENSMUSP00000007042	908	Zmat2	Ik	ENSMUSG00000001383	ENSMUSG00000024474
10090.ENSMUSP00000002043	10090.ENSMUSP00000006478	908	Ccdc47	Tmem147	ENSMUSG00000078622	ENSMUSG00000006315
10090.ENSMUSP00000002551	10090.ENSMUSP00000009220	908	Snrpd1	Zmat5	ENSMUSG00000002477	ENSMUSG00000009076
10090.ENSMUSP00000003451	10090.ENSMUSP00000007959	908	Rnd1	Rhoa	ENSMUSG00000054855	ENSMUSG00000007815
10090.ENSMUSP00000004622	10090.ENSMUSP00000004949	908	Gab2	Traf6	ENSMUSG00000004508	ENSMUSG00000027164
10090.ENSMUSP00000004920	10090.ENSMUSP00000005164	908	Ulk2	Prkacb	ENSMUSG00000004798	ENSMUSG00000005034
10090.ENSMUSP00000004949	10090.ENSMUSP00000004622	908	Traf6	Gab2	ENSMUSG00000027164	ENSMUSG00000004508
10090.ENSMUSP00000005164	10090.ENSMUSP00000004920	908	Prkacb	Ulk2	ENSMUSG00000005034	ENSMUSG00000004798
10090.ENSMUSP00000005406	10090.ENSMUSP00000000122	908	App	Ngfr	ENSMUSG00000022892	ENSMUSG00000000120
10090.ENSMUSP00000006478	10090.ENSMUSP00000002043	908	Tmem147	Ccdc47	ENSMUSG00000006315	ENSMUSG00000078622
10090.ENSMUSP00000007042	10090.ENSMUSP00000001419	908	Ik	Zmat2	ENSMUSG00000024474	ENSMUSG00000001383
10090.ENSMUSP00000007959	10090.ENSMUSP00000003451	908	Rhoa	Rnd1	ENSMUSG00000007815	ENSMUSG00000054855
10090.ENSMUSP00000009220	10090.ENSMUSP00000002551	908	Zmat5	Snrpd1	ENSMUSG00000009076	ENSMUSG00000002477
10090.ENSMUSP00000010605	10090.ENSMUSP00000000889	908	Il12rb2	Il4	ENSMUSG00000018341	ENSMUSG00000000869
10090.ENSMUSP00000011029	10090.ENSMUSP00000013845	908	Dnajc19	Timm23	ENSMUSG00000027679	ENSMUSG00000013701
10090.ENSMUSP00000013845	10090.ENSMUSP00000011029	908	Timm23	Dnajc19	ENSMUSG00000013701	ENSMUSG00000027679
10090.ENSMUSP00000003152	10090.ENSMUSP00000013807	907	Stk11	Pten	ENSMUSG00000003068	ENSMUSG00000013663
10090.ENSMUSP00000004920	10090.ENSMUSP00000005606	907	Ulk2	Prkaca	ENSMUSG00000004798	ENSMUSG00000005469
10090.ENSMUSP00000005606	10090.ENSMUSP00000004920	907	Prkaca	Ulk2	ENSMUSG00000005469	ENSMUSG00000004798
10090.ENSMUSP00000013807	10090.ENSMUSP00000003152	907	Pten	Stk11	ENSMUSG00000013663	ENSMUSG00000003068
10090.ENSMUSP00000000001	10090.ENSMUSP00000003370	906	Gnai3	Hck	ENSMUSG00000000001	ENSMUSG00000003283
10090.ENSMUSP00000002101	10090.ENSMUSP00000014290	906	Cd3g	Apbb1ip	ENSMUSG00000002033	ENSMUSG00000026786
10090.ENSMUSP00000002640	10090.ENSMUSP00000013970	906	Scin	Pip4k2c	ENSMUSG00000002565	ENSMUSG00000025417
10090.ENSMUSP00000003370	10090.ENSMUSP00000000001	906	Hck	Gnai3	ENSMUSG00000003283	ENSMUSG00000000001
10090.ENSMUSP00000013970	10090.ENSMUSP00000002640	906	Pip4k2c	Scin	ENSMUSG00000025417	ENSMUSG00000002565
10090.ENSMUSP00000014290	10090.ENSMUSP00000002101	906	Apbb1ip	Cd3g	ENSMUSG00000026786	ENSMUSG00000002033
10090.ENSMUSP00000000260	10090.ENSMUSP00000002456	905	Gmpr	Nt5c1b	ENSMUSG00000000253	ENSMUSG00000020622
10090.ENSMUSP00000000312	10090.ENSMUSP00000013807	905	Cdh1	Pten	ENSMUSG00000000303	ENSMUSG00000013663
10090.ENSMUSP00000001713	10090.ENSMUSP00000004134	905	Gstt1	Gstm5	ENSMUSG00000001663	ENSMUSG00000004032
10090.ENSMUSP00000001724	10090.ENSMUSP00000004203	905	Ddx18	Ppan	ENSMUSG00000001674	ENSMUSG00000004100
10090.ENSMUSP00000002397	10090.ENSMUSP00000002456	905	Gmpr2	Nt5c1b	ENSMUSG00000002326	ENSMUSG00000020622
10090.ENSMUSP00000002456	10090.ENSMUSP00000000260	905	Nt5c1b	Gmpr	ENSMUSG00000020622	ENSMUSG00000000253
10090.ENSMUSP00000002456	10090.ENSMUSP00000002397	905	Nt5c1b	Gmpr2	ENSMUSG00000020622	ENSMUSG00000002326
10090.ENSMUSP00000002914	10090.ENSMUSP00000005607	905	Chaf1a	Asf1b	ENSMUSG00000002835	ENSMUSG00000005470
10090.ENSMUSP00000002979	10090.ENSMUSP00000005532	905	Lamb1	Nid1	ENSMUSG00000002900	ENSMUSG00000005397
10090.ENSMUSP00000003946	10090.ENSMUSP00000007993	905	Nob1	Rbm28	ENSMUSG00000003848	ENSMUSG00000029701
10090.ENSMUSP00000004134	10090.ENSMUSP00000001713	905	Gstm5	Gstt1	ENSMUSG00000004032	ENSMUSG00000001663
10090.ENSMUSP00000004203	10090.ENSMUSP00000001724	905	Ppan	Ddx18	ENSMUSG00000004100	ENSMUSG00000001674
10090.ENSMUSP00000004330	10090.ENSMUSP00000005233	905	Ikbkg	Eif2ak4	ENSMUSG00000004221	ENSMUSG00000005102
10090.ENSMUSP00000005233	10090.ENSMUSP00000004330	905	Eif2ak4	Ikbkg	ENSMUSG00000005102	ENSMUSG00000004221
10090.ENSMUSP00000005532	10090.ENSMUSP00000002979	905	Nid1	Lamb1	ENSMUSG00000005397	ENSMUSG00000002900
10090.ENSMUSP00000005607	10090.ENSMUSP00000002914	905	Asf1b	Chaf1a	ENSMUSG00000005470	ENSMUSG00000002835
10090.ENSMUSP00000007993	10090.ENSMUSP00000003946	905	Rbm28	Nob1	ENSMUSG00000029701	ENSMUSG00000003848
10090.ENSMUSP00000013807	10090.ENSMUSP00000000312	905	Pten	Cdh1	ENSMUSG00000013663	ENSMUSG00000000303
10090.ENSMUSP00000000090	10090.ENSMUSP00000002452	904	Cox5a	Ndufa11	ENSMUSG00000000088	ENSMUSG00000002379
10090.ENSMUSP00000000161	10090.ENSMUSP00000000299	904	Itgb2l	Itgb2	ENSMUSG00000000157	ENSMUSG00000000290
10090.ENSMUSP00000000193	10090.ENSMUSP00000000342	904	Ccl2	Ccl11	ENSMUSG00000035385	ENSMUSG00000020676
10090.ENSMUSP00000000299	10090.ENSMUSP00000000161	904	Itgb2	Itgb2l	ENSMUSG00000000290	ENSMUSG00000000157
10090.ENSMUSP00000000342	10090.ENSMUSP00000000193	904	Ccl11	Ccl2	ENSMUSG00000020676	ENSMUSG00000035385
10090.ENSMUSP00000001186	10090.ENSMUSP00000002551	904	Snrnp27	Snrpd1	ENSMUSG00000001158	ENSMUSG00000002477
10090.ENSMUSP00000002452	10090.ENSMUSP00000000090	904	Ndufa11	Cox5a	ENSMUSG00000002379	ENSMUSG00000000088
10090.ENSMUSP00000002551	10090.ENSMUSP00000001186	904	Snrpd1	Snrnp27	ENSMUSG00000002477	ENSMUSG00000001158
10090.ENSMUSP00000006949	10090.ENSMUSP00000007449	904	Tph2	Akr1b7	ENSMUSG00000006764	ENSMUSG00000052131
10090.ENSMUSP00000007449	10090.ENSMUSP00000006949	904	Akr1b7	Tph2	ENSMUSG00000052131	ENSMUSG00000006764
10090.ENSMUSP00000001720	10090.ENSMUSP00000004770	903	Tat	Tyr	ENSMUSG00000001670	ENSMUSG00000004651
10090.ENSMUSP00000004770	10090.ENSMUSP00000001720	903	Tyr	Tat	ENSMUSG00000004651	ENSMUSG00000001670
10090.ENSMUSP00000010127	10090.ENSMUSP00000011896	903	Tktl1	Pgam1	ENSMUSG00000031397	ENSMUSG00000011752
10090.ENSMUSP00000011896	10090.ENSMUSP00000010127	903	Pgam1	Tktl1	ENSMUSG00000011752	ENSMUSG00000031397
10090.ENSMUSP00000000127	10090.ENSMUSP00000010044	902	Wnt3	Wnt3a	ENSMUSG00000000125	ENSMUSG00000009900
10090.ENSMUSP00000000466	10090.ENSMUSP00000003207	902	Plin2	Lipe	ENSMUSG00000028494	ENSMUSG00000003123
10090.ENSMUSP00000001326	10090.ENSMUSP00000006377	902	Sp1	Zbtb17	ENSMUSG00000001280	ENSMUSG00000006215
10090.ENSMUSP00000003207	10090.ENSMUSP00000000466	902	Lipe	Plin2	ENSMUSG00000003123	ENSMUSG00000028494
10090.ENSMUSP00000003386	10090.ENSMUSP00000008812	902	Mrpl4	Rps18	ENSMUSG00000003299	ENSMUSG00000008668
10090.ENSMUSP00000004990	10090.ENSMUSP00000007130	902	Mapk14	Ctnnb1	ENSMUSG00000053436	ENSMUSG00000006932
10090.ENSMUSP00000005692	10090.ENSMUSP00000007340	902	Atp4a	Atp12a	ENSMUSG00000005553	ENSMUSG00000022229
10090.ENSMUSP00000006377	10090.ENSMUSP00000001326	902	Zbtb17	Sp1	ENSMUSG00000006215	ENSMUSG00000001280
10090.ENSMUSP00000007130	10090.ENSMUSP00000004990	902	Ctnnb1	Mapk14	ENSMUSG00000006932	ENSMUSG00000053436
10090.ENSMUSP00000007340	10090.ENSMUSP00000005692	902	Atp12a	Atp4a	ENSMUSG00000022229	ENSMUSG00000005553
10090.ENSMUSP00000008812	10090.ENSMUSP00000003386	902	Rps18	Mrpl4	ENSMUSG00000008668	ENSMUSG00000003299
10090.ENSMUSP00000010044	10090.ENSMUSP00000000127	902	Wnt3a	Wnt3	ENSMUSG00000009900	ENSMUSG00000000125
10090.ENSMUSP00000000299	10090.ENSMUSP00000002765	901	Itgb2	Prkd1	ENSMUSG00000000290	ENSMUSG00000002688
10090.ENSMUSP00000000767	10090.ENSMUSP00000006856	901	Rpa1	Pola1	ENSMUSG00000000751	ENSMUSG00000006678
10090.ENSMUSP00000002765	10090.ENSMUSP00000000299	901	Prkd1	Itgb2	ENSMUSG00000002688	ENSMUSG00000000290
10090.ENSMUSP00000006856	10090.ENSMUSP00000000767	901	Pola1	Rpa1	ENSMUSG00000006678	ENSMUSG00000000751
10090.ENSMUSP00000000161	10090.ENSMUSP00000002765	900	Itgb2l	Prkd1	ENSMUSG00000000157	ENSMUSG00000002688
10090.ENSMUSP00000000369	10090.ENSMUSP00000005066	900	Rem1	Map2k1	ENSMUSG00000000359	ENSMUSG00000004936
10090.ENSMUSP00000002640	10090.ENSMUSP00000006912	900	Scin	Pip4k2a	ENSMUSG00000002565	ENSMUSG00000026737
10090.ENSMUSP00000002765	10090.ENSMUSP00000000161	900	Prkd1	Itgb2l	ENSMUSG00000002688	ENSMUSG00000000157
