STRING_Protein_ID	Ensembl_Protein_ID	Ensembl_Gene_ID	Protein_Name
10090.ENSMUSP00000011895	ENSMUSP00000011895	ENSMUSG00000011751	Sptbn4
10090.ENSMUSP00000011896	ENSMUSP00000011896	ENSMUSG00000011752	Pgam1
10090.ENSMUSP00000011981	ENSMUSP00000011981	ENSMUSG00000011837	Snapc2
10090.ENSMUSP00000012028	ENSMUSP00000012028	ENSMUSG00000011884	Gltp
10090.ENSMUSP00000012152	ENSMUSP00000012152	ENSMUSG00000003166	Dgcr2
10090.ENSMUSP00000012161	ENSMUSP00000012161	ENSMUSG00000012017	Scarf2
10090.ENSMUSP00000012186	ENSMUSP00000012186	ENSMUSG00000012042	4930579F01Rik
10090.ENSMUSP00000012259	ENSMUSP00000012259	ENSMUSG00000012114	Med15
10090.ENSMUSP00000012281	ENSMUSP00000012281	ENSMUSG00000032179	Bmp5
10090.ENSMUSP00000012314	ENSMUSP00000012314	ENSMUSG00000021510	Zfp729a
10090.ENSMUSP00000012348	ENSMUSP00000012348	ENSMUSG00000040562	Gstm2
10090.ENSMUSP00000012355	ENSMUSP00000012355	ENSMUSG00000012211	Tex22
10090.ENSMUSP00000012426	ENSMUSP00000012426	ENSMUSG00000012282	Wnt8a
10090.ENSMUSP00000012540	ENSMUSP00000012540	ENSMUSG00000012396	Nanog
10090.ENSMUSP00000012580	ENSMUSP00000012580	ENSMUSG00000027615	Hps3
10090.ENSMUSP00000012587	ENSMUSP00000012587	ENSMUSG00000012443	Kif11
10090.ENSMUSP00000012627	ENSMUSP00000012627	ENSMUSG00000012483	Rpa3
10090.ENSMUSP00000012664	ENSMUSP00000012664	ENSMUSG00000012520	Phox2b
10090.ENSMUSP00000012847	ENSMUSP00000012847	ENSMUSG00000031494	Cd209a
10090.ENSMUSP00000012873	ENSMUSP00000012873	ENSMUSG00000058093	Zfp729b
10090.ENSMUSP00000013130	ENSMUSP00000013130	ENSMUSG00000020954	Strn3
10090.ENSMUSP00000013220	ENSMUSP00000013220	ENSMUSG00000013076	Amotl1
10090.ENSMUSP00000013235	ENSMUSP00000013235	ENSMUSG00000013091	Tmem190
10090.ENSMUSP00000013262	ENSMUSP00000013262	ENSMUSG00000020472	Zkscan17
10090.ENSMUSP00000013294	ENSMUSP00000013294	ENSMUSG00000013150	Gfod2
10090.ENSMUSP00000013299	ENSMUSP00000013299	ENSMUSG00000013155	Enkd1
10090.ENSMUSP00000013302	ENSMUSP00000013302	ENSMUSG00000013158	4933405L10Rik
10090.ENSMUSP00000013304	ENSMUSP00000013304	ENSMUSG00000013160	Atp6v0d1
10090.ENSMUSP00000013338	ENSMUSP00000013338	ENSMUSG00000064145	Arih2
10090.ENSMUSP00000013458	ENSMUSP00000013458	ENSMUSG00000037797	Adh4
10090.ENSMUSP00000013497	ENSMUSP00000013497	ENSMUSG00000013353	4931406B18Rik
10090.ENSMUSP00000013559	ENSMUSP00000013559	ENSMUSG00000013415	Igf2bp1
10090.ENSMUSP00000013633	ENSMUSP00000013633	ENSMUSG00000008090	Fgfrl1
10090.ENSMUSP00000013667	ENSMUSP00000013667	ENSMUSG00000013523	Bcas1
10090.ENSMUSP00000013693	ENSMUSP00000013693	ENSMUSG00000029213	Commd8
10090.ENSMUSP00000013737	ENSMUSP00000013737	ENSMUSG00000013593	Ndufs2
10090.ENSMUSP00000013759	ENSMUSP00000013759	ENSMUSG00000008200	Fnbp4
10090.ENSMUSP00000013766	ENSMUSP00000013766	ENSMUSG00000013622	Atraid
10090.ENSMUSP00000013771	ENSMUSP00000013771	ENSMUSG00000062077	Trim54
10090.ENSMUSP00000013773	ENSMUSP00000013773	ENSMUSG00000013629	Cad
10090.ENSMUSP00000013797	ENSMUSP00000013797	ENSMUSG00000013653	1810065E05Rik
10090.ENSMUSP00000013807	ENSMUSP00000013807	ENSMUSG00000013663	Pten
10090.ENSMUSP00000013842	ENSMUSP00000013842	ENSMUSG00000013698	Pea15a
10090.ENSMUSP00000013845	ENSMUSP00000013845	ENSMUSG00000013701	Timm23
10090.ENSMUSP00000013851	ENSMUSP00000013851	ENSMUSG00000013707	Tnfaip8l2
10090.ENSMUSP00000013886	ENSMUSP00000013886	ENSMUSG00000019254	Ppp1r12c
10090.ENSMUSP00000013910	ENSMUSP00000013910	ENSMUSG00000013766	Ly6g6e
10090.ENSMUSP00000013931	ENSMUSP00000013931	ENSMUSG00000013787	Ehmt2
10090.ENSMUSP00000013949	ENSMUSP00000013949	ENSMUSG00000032000	Birc3
10090.ENSMUSP00000013970	ENSMUSP00000013970	ENSMUSG00000025417	Pip4k2c
10090.ENSMUSP00000013995	ENSMUSP00000013995	ENSMUSG00000028125	Abca4
10090.ENSMUSP00000014022	ENSMUSP00000014022	ENSMUSG00000013878	Rnf170
10090.ENSMUSP00000014058	ENSMUSP00000014058	ENSMUSG00000030693	Klk10
10090.ENSMUSP00000014065	ENSMUSP00000014065	ENSMUSG00000013921	Clip3
10090.ENSMUSP00000014118	ENSMUSP00000014118	ENSMUSG00000013974	Mcemp1
10090.ENSMUSP00000014174	ENSMUSP00000014174	ENSMUSG00000014030	Pax5
10090.ENSMUSP00000014220	ENSMUSP00000014220	ENSMUSG00000014075	Tctex1d2
10090.ENSMUSP00000014221	ENSMUSP00000014221	ENSMUSG00000014077	Chp1
10090.ENSMUSP00000014248	ENSMUSP00000014248	ENSMUSG00000014104	Sval2
10090.ENSMUSP00000014290	ENSMUSP00000014290	ENSMUSG00000026786	Apbb1ip
10090.ENSMUSP00000014321	ENSMUSP00000014321	ENSMUSG00000014177	Tvp23b
10090.ENSMUSP00000014339	ENSMUSP00000014339	ENSMUSG00000014195	Dnajc7
10090.ENSMUSP00000014370	ENSMUSP00000014370	ENSMUSG00000014226	Cacybp
10090.ENSMUSP00000014389	ENSMUSP00000014389	ENSMUSG00000014245	Pigl
10090.ENSMUSP00000014421	ENSMUSP00000014421	ENSMUSG00000055204	Ankrd17
10090.ENSMUSP00000014438	ENSMUSP00000014438	ENSMUSG00000014294	Ndufa2
10090.ENSMUSP00000014445	ENSMUSP00000014445	ENSMUSG00000014301	Pam16
10090.ENSMUSP00000014447	ENSMUSP00000014447	ENSMUSG00000014303	Glis2
10090.ENSMUSP00000014476	ENSMUSP00000014476	ENSMUSG00000089727	Klra8
10090.ENSMUSP00000014499	ENSMUSP00000014499	ENSMUSG00000014355	Anapc1
10090.ENSMUSP00000014505	ENSMUSP00000014505	ENSMUSG00000014361	Mertk
10090.ENSMUSP00000014545	ENSMUSP00000014545	ENSMUSG00000030851	Ldhc
10090.ENSMUSP00000014546	ENSMUSP00000014546	ENSMUSG00000014402	Tsg101
10090.ENSMUSP00000014562	ENSMUSP00000014562	ENSMUSG00000014418	Hps5
